source_id,career,career_family,riasec_profile,institution,institution_type,management_type,location,duration_years,monthly_income,annual_cost,admission_rate,duration_measured,income_measured,cost_measured,admission_measured
5688,Ciencias de la Comunicación,Ciencias de la Comunicación,SAE,Universidad Privada de Tacna,Universidad,Privada,Tacna,5,2327,4984,35,true,false,true,true
5713,Ciencias de la Comunicación,Ciencias de la Comunicación,SAE,Universidad Privada del Norte,Universidad,Privada,Cajamarca,5,2327,178,52,false,true,false,false
5734,Ciencias de la Comunicación,Ciencias de la Comunicación,SAE,Universidad Privada del Norte,Universidad,Privada,La Libertad,5,2327,5350,90,true,true,true,false
5773,Ciencias de la Comunicación,Ciencias de la Comunicación,SAE,Universidad Privada del Norte,Universidad,Privada,Lima,5,2327,178,52,false,true,false,false
6001,Ciencias de la Comunicación,Ciencias de la Comunicación,SAE,Universidad Señor de Sipán,Universidad,Privada,Lambayeque,5,2327,178,90,true,false,false,false
6052,Ciencias de la Comunicación,Ciencias de la Comunicación,SAE,Universidad Tecnológica del Perú,Universidad,Privada,Lima,5,2512,6920,90,true,true,true,false
4389,Ciencias de la Comunicación,Ciencias de la Comunicación,SAE,Universidad de Lima,Universidad,Privada,Lima,5,3994,178,32,true,true,false,true
4425,Ciencias de la Comunicación,Ciencias de la Comunicación,SAE,Universidad de San Martín de Porres,Universidad,Privada,Lima,5,2952,178,73,true,true,false,true
3963,Ciencias de la Comunicación Social,Ciencias de la Comunicación,SAE,Universidad Católica de Santa María,Universidad,Privada,Arequipa,5,2258,178,42,true,true,false,true
5148,Ciencias de la Comunicación Social,Ciencias de la Comunicación,SAE,Universidad Nacional Hermilio Valdizán,Universidad,Pública,Huánuco,5,2327,50,33,true,false,true,true
5253,Ciencias de la Comunicación Social,Ciencias de la Comunicación,SAE,Universidad Nacional Mayor de San Marcos,Universidad,Pública,Lima,5,2880,178,5,true,true,false,true
5008,Ciencias de la Comunicación Social,Ciencias de la Comunicación,SAE,Universidad Nacional del Altiplano,Universidad,Pública,Puno,5,2203,178,26,true,true,false,true
5080,Ciencias de la Comunicación Social,Ciencias de la Comunicación,SAE,Universidad Nacional del Santa,Universidad,Pública,Áncash,5,2327,178,68,true,false,true,true
5569,Ciencias de la Comunicación y Publicidad,Ciencias de la Comunicación,SAE,Universidad Peruana Simón Bolívar,Universidad,Privada,Lima,5,2327,178,77,true,false,false,true
2858,Ciencias de la Información,Ciencias de la Computación,IRC,Pontificia Universidad Católica del Perú,Universidad,Privada,Lima,5,2156,80,56,true,false,false,true
4849,Ciencias de la Nutrición,Nutrición,SIR,Universidad Nacional de San Agustín,Universidad,Pública,Arequipa,5,2351,50,18,true,false,true,true
5293,Ciencias de los Alimentos,Nutrición,SIR,Universidad Nacional Mayor de San Marcos,Universidad,Pública,Lima,5,2351,156,19,true,true,false,true
3803,Ciencias del Deporte,Otras Carreras de Ciencias de la Salud,SIR,Universidad Alas Peruanas,Universidad,Privada,Lima,5,1100,2400,90,true,false,false,false
4194,Ciencias del Deporte,Otras Carreras de Ciencias de la Salud,SIR,Universidad César Vallejo,Universidad,Privada,La Libertad,5,1100,2400,64,true,false,true,true
216,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Ambrossia - Cusco,Instituto,Privada,Cusco,2,2087,2200,68,true,false,false,true
247,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Americana Del Cusco,Instituto,Privada,Cusco,2,2087,2200,90,true,false,false,false
244,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Americana de Madre de Dios,Instituto,Privada,Madre De Dios,2,2087,2520,90,true,false,true,false
290,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Antonio Lorena,Instituto,Privada,Cusco,2,2087,2700,90,true,false,true,false
582,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Cenfotur-Centro de Formación en Turismo,Instituto,Pública,Lima,2,2346,8155,90,true,true,true,false
805,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Columbia,Instituto,Privada,Lima,2,1933,14500,87,true,true,true,true
1015,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,De Turismo San Luis De Alba,Instituto,Privada,Puno,2,2087,2800,81,true,false,true,true
1228,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Esdit,Instituto,Privada,Arequipa,2,2087,185,90,true,false,true,false
1268,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Expro - Excelencia Profesional,Instituto,Privada,Lima,2,2087,790,88,true,false,true,false
1422,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Gran Bolívar,Instituto,Privada,La Libertad,2,2087,5200,88,true,false,true,false
1629,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Igatur,Instituto,Privada,Cusco,2,2087,4500,53,true,false,true,true
1655,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Instituto de Profesiones Empresariales - INTECI,Instituto,Privada,Lima,2,1947,5460,68,true,true,true,true
1759,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Isotur,Instituto,Privada,Lima,2,2087,3750,88,true,false,true,false
2180,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Le Cordon Bleu Perú,Instituto,Privada,Lima,2,2087,2200,90,true,true,false,false
2203,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Libertador,Instituto,Privada,Lima,2,2087,5800,90,true,false,true,false
2606,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Nuevo Pachacutec,Instituto,Privada,Callao,3,2087,1440,6,false,false,true,true
2770,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Peruano De Chefs,Instituto,Privada,Lima,2,2087,2200,88,true,false,false,false
2784,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Peruano de Sistemas Sise,Instituto,Privada,Lima,2,2087,6008,90,true,false,true,false
3100,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,San Javier del Marañón,Instituto,Privada,Cajamarca,2,2087,2200,90,true,false,false,false
3118,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,San José Oriol,Instituto,Privada,Arequipa,2,2087,530,90,true,false,true,false
3397,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Simón Bolívar,Instituto,Pública,Callao,2,2087,300,88,true,false,true,true
3430,Cocina,"Administración de Servicios Turísticos, Hotelería y Gastronomía",RES,Stendhal,Instituto,Privada,Arequipa,2,2087,4780,88,true,false,true,false
145,Comercio,Otras Carreras de Administración,ECS,Alexander Von Humboldt,Instituto,Privada,Lima,2,2651,13324,66,true,false,true,true
384,Comercio Exterior,Negocios Internacionales,ECS,Avanza,Instituto,Privada,Arequipa,3,2001,300,87,true,false,true,true
1338,Comercio Exterior,Negocios Internacionales,ECS,Francisco Antonio de Zela,Instituto,Privada,Tacna,3,2001,1710,77,true,false,true,true
6199,Comercio Exterior,Negocios Internacionales,ECS,Wernher Von Braun,Instituto,Privada,Lima,3,2001,2200,60,true,false,false,true
4489,Comercio Exterior y Marketing Internacional,Negocios Internacionales,EAC,Universidad Inca Garcilaso de La Vega,Universidad,Privada,Lima,5,2326,8470,90,true,true,true,false
5319,Comercio y Negocios Internacionales,Negocios Internacionales,ECS,Universidad Nacional Pedro Ruíz Gallo,Universidad,Pública,Lambayeque,5,2461,5965,84,false,true,false,false
833,Composición,Música,AIR,Conservatorio Nacional De Música,Instituto,Pública,Lima,5,1100,231,16,true,false,true,true
2489,Composición,Música,AIR,Música Josafat Roel Pineda,Instituto,Privada,Lima,5,1100,240,86,true,false,false,false
98,Computación,Ciencias de la Computación,ISR,Alas Peruanas - Arequipa,Instituto,Privada,Arequipa,3,2156,1960,90,true,false,true,false
5274,Computación Científica,Ciencias de la Computación,ISR,Universidad Nacional Mayor de San Marcos,Universidad,Pública,Lima,5,2156,80,30,true,false,false,true
7,Computación e Informática,Ciencias de la Computación,ISR,13 De Julio De 1882,Instituto,Pública,Cajamarca,3,2156,90,89,true,false,true,false
10,Computación e Informática,Ciencias de la Computación,ISR,24 De Julio De Zarumilla,Instituto,Pública,Tumbes,3,2156,240,90,true,false,true,false
15,Computación e Informática,Ciencias de la Computación,ISR,4 De Junio De 1821,Instituto,Pública,Cajamarca,3,2156,480,90,true,false,true,false
26,Computación e Informática,Ciencias de la Computación,ISR,Abaco,Instituto,Privada,Piura,3,1796,300,90,true,true,false,false
27,Computación e Informática,Ciencias de la Computación,ISR,Abaco - Chiclayo,Instituto,Privada,Lambayeque,3,2156,300,82,true,false,false,true
29,Computación e Informática,Ciencias de la Computación,ISR,Abaco - Cusco,Instituto,Privada,Cusco,3,2156,1940,89,true,false,true,true
32,Computación e Informática,Ciencias de la Computación,ISR,Abaco - Piura,Instituto,Privada,Piura,3,2156,300,90,true,false,false,false
34,Computación e Informática,Ciencias de la Computación,ISR,Abancay,Instituto,Pública,Apurímac,3,2156,240,68,true,false,true,true
43,Computación e Informática,Ciencias de la Computación,ISR,Abraham Valdelomar,Instituto,Privada,Ica,3,2156,300,89,false,false,false,false
47,Computación e Informática,Ciencias de la Computación,ISR,Acomayo,Instituto,Pública,Cusco,3,2156,160,90,true,false,true,false
48,Computación e Informática,Ciencias de la Computación,ISR,Acora,Instituto,Pública,Puno,3,2156,170,56,true,false,true,true
59,Computación e Informática,Ciencias de la Computación,ISR,Ada A. Byron,Instituto,Privada,Ica,3,2156,1370,90,true,false,true,false
60,Computación e Informática,Ciencias de la Computación,ISR,Ada A. Byron,Instituto,Privada,Ica,3,2156,300,89,false,false,false,false
64,Computación e Informática,Ciencias de la Computación,ISR,Adolfo Vienrich,Instituto,Pública,Junín,3,2156,220,80,true,false,true,true
89,Computación e Informática,Ciencias de la Computación,ISR,Agustín Bocanegra Y Prada,Instituto,Pública,Ica,3,2156,300,89,false,false,false,false
94,Computación e Informática,Ciencias de la Computación,ISR,Alas Peruanas,Instituto,Privada,Lambayeque,3,2156,1280,89,true,false,true,false
101,Computación e Informática,Ciencias de la Computación,ISR,Alas Peruanas - Chincha,Instituto,Privada,Ica,3,2156,300,40,true,false,false,true
106,Computación e Informática,Ciencias de la Computación,ISR,Alas Peruanas - Ica,Instituto,Privada,Ica,3,2156,1020,77,true,false,true,true
111,Computación e Informática,Ciencias de la Computación,ISR,Alas Peruanas - Lima Instituto de Estudios Empresariales,Instituto,Privada,Lima,3,1568,4200,90,true,true,true,false
115,Computación e Informática,Ciencias de la Computación,ISR,Alas Peruanas - Piura,Instituto,Privada,Piura,3,2156,1520,90,true,false,true,true
132,Computación e Informática,Ciencias de la Computación,ISR,Alberto Cornejo Ramos,Instituto,Privada,Áncash,3,2156,300,89,false,false,false,false
133,Computación e Informática,Ciencias de la Computación,ISR,Alberto Pumayalla Díaz,Instituto,Pública,Pasco,3,2156,60,50,true,false,true,true
142,Computación e Informática,Ciencias de la Computación,ISR,Alexander Fleming,Instituto,Privada,La Libertad,3,2156,300,89,false,false,false,false
147,Computación e Informática,Ciencias de la Computación,ISR,Alexander Von Humboldt,Instituto,Pública,Pasco,3,2156,240,88,true,false,true,true
155,Computación e Informática,Ciencias de la Computación,ISR,Alfonso Barrantes Lingan,Instituto,Pública,Cajamarca,3,2156,203,90,true,false,true,false
163,Computación e Informática,Ciencias de la Computación,ISR,Alfonso Ugarte,Instituto,Privada,Lima,3,2156,300,89,false,false,false,false
164,Computación e Informática,Ciencias de la Computación,ISR,Alfred Nobel,Instituto,Pública,Pasco,3,2156,110,83,true,false,true,true
176,Computación e Informática,Ciencias de la Computación,ISR,Alianza Ichuña Bélgica,Instituto,Pública,Moquegua,3,2156,300,89,false,false,false,false
184,Computación e Informática,Ciencias de la Computación,ISR,Almirante Miguel Grau,Instituto,Pública,Piura,3,2156,240,90,true,false,true,false
191,Computación e Informática,Ciencias de la Computación,ISR,Alto Huallaga,Instituto,Pública,San Martín,3,2156,300,90,true,false,true,false
195,Computación e Informática,Ciencias de la Computación,ISR,Alto Mayo,Instituto,Pública,San Martín,3,2156,380,90,true,false,true,false
213,Computación e Informática,Ciencias de la Computación,ISR,Amazónico,Instituto,Privada,San Martín,3,2156,1320,88,true,false,true,true
237,Computación e Informática,Ciencias de la Computación,ISR,American Institute,Instituto,Privada,Lambayeque,3,2156,1720,89,true,false,true,false
240,Computación e Informática,Ciencias de la Computación,ISR,American System,Instituto,Privada,Loreto,3,2156,1780,90,true,false,true,false
248,Computación e Informática,Ciencias de la Computación,ISR,Americana Del Cusco,Instituto,Privada,Cusco,3,2156,300,90,true,false,false,false
226,Computación e Informática,Ciencias de la Computación,ISR,América,Instituto,Privada,Apurímac,3,2156,300,89,false,false,false,false
255,Computación e Informática,Ciencias de la Computación,ISR,Andabamba,Instituto,Pública,Cajamarca,3,2156,100,90,true,false,true,false
256,Computación e Informática,Ciencias de la Computación,ISR,André Vesalio,Instituto,Privada,Lima,3,2156,900,69,true,false,true,true
258,Computación e Informática,Ciencias de la Computación,ISR,Andrés Avelino Cáceres,Instituto,Pública,Puno,3,2156,160,74,true,false,true,true
262,Computación e Informática,Ciencias de la Computación,ISR,Andrés Avelino Cáceres Dorregaray,Instituto,Pública,Junín,3,2156,320,61,true,false,true,true
269,Computación e Informática,Ciencias de la Computación,ISR,Andrés Avelino Cáceres Dorregaray,Instituto,Privada,Pasco,3,2156,1640,90,true,false,true,false
281,Computación e Informática,Ciencias de la Computación,ISR,Antenor Orrego,Instituto,Pública,Cajamarca,3,2156,300,89,false,false,false,false
283,Computación e Informática,Ciencias de la Computación,ISR,Antenor Orrego Espinoza,Instituto,Pública,Lima,3,1528,380,90,true,true,true,false
293,Computación e Informática,Ciencias de la Computación,ISR,Antonio Lorena,Instituto,Privada,Cusco,3,2156,1700,89,true,false,true,false
306,Computación e Informática,Ciencias de la Computación,ISR,Antonio Raimondi,Instituto,Privada,Ucayali,3,2156,300,89,true,false,false,false
307,Computación e Informática,Ciencias de la Computación,ISR,Antonio Raymondi,Instituto,Privada,Cusco,3,2156,1160,89,true,false,true,false
336,Computación e Informática,Ciencias de la Computación,ISR,Argentina,Instituto,Pública,Lima,3,2156,300,90,true,false,true,false
351,Computación e Informática,Ciencias de la Computación,ISR,Arturo Sabroso Montoya,Instituto,Pública,Lima,3,2156,300,90,true,false,true,false
344,Computación e Informática,Ciencias de la Computación,ISR,Arístides Merino Merino,Instituto,Pública,Cajamarca,3,2156,300,89,false,false,false,false
376,Computación e Informática,Ciencias de la Computación,ISR,Augusto Salazar Bondy,Instituto,Privada,Puno,3,2156,2250,90,true,false,true,false
389,Computación e Informática,Ciencias de la Computación,ISR,Ayaviri,Instituto,Pública,Puno,3,2156,120,51,true,false,true,true
397,Computación e Informática,Ciencias de la Computación,ISR,Azángaro,Instituto,Pública,Puno,3,2156,300,89,false,false,false,false
399,Computación e Informática,Ciencias de la Computación,ISR,Bagua,Instituto,Pública,Amazonas,3,2156,200,90,true,false,true,false
430,Computación e Informática,Ciencias de la Computación,ISR,Benigno Ayala Esquivel,Instituto,Pública,Ayacucho,3,2156,300,89,false,false,false,false
432,Computación e Informática,Ciencias de la Computación,ISR,Benjamín Franklin,Instituto,Privada,Moquegua,3,2156,350,89,true,false,true,false
437,Computación e Informática,Ciencias de la Computación,ISR,Beta Computer,Instituto,Privada,Lima,3,2156,300,89,true,false,false,false
444,Computación e Informática,Ciencias de la Computación,ISR,Bitec,Instituto,Privada,Áncash,3,2156,1780,90,true,false,true,false
446,Computación e Informática,Ciencias de la Computación,ISR,Blaise Pascal,Instituto,Privada,San Martín,3,2156,300,90,true,false,false,false
454,Computación e Informática,Ciencias de la Computación,ISR,Buenaventura Mestanza Mori,Instituto,Privada,San Martín,3,2156,1400,90,true,false,true,false
455,Computación e Informática,Ciencias de la Computación,ISR,Cabana,Instituto,Pública,Áncash,3,2156,300,90,true,false,false,false
487,Computación e Informática,Ciencias de la Computación,ISR,Cap Fap José Abelardo Quiñones,Instituto,Pública,Tumbes,3,2156,240,76,true,false,true,true
494,Computación e Informática,Ciencias de la Computación,ISR,Carhuaz,Instituto,Pública,Áncash,3,2156,60,56,true,false,true,true
506,Computación e Informática,Ciencias de la Computación,ISR,Carlos Cueto Fernandini,Instituto,Pública,Lima,3,2156,480,6,true,false,true,true
522,Computación e Informática,Ciencias de la Computación,ISR,Carlos Medrano Vásquez,Instituto,Pública,Ica,3,2156,220,76,true,false,true,true
525,Computación e Informática,Ciencias de la Computación,ISR,Carlos Salazar Romero,Instituto,Pública,Áncash,3,2156,610,74,true,false,true,true
539,Computación e Informática,Ciencias de la Computación,ISR,Castrovirreyna,Instituto,Pública,Huancavelica,3,2156,60,90,true,false,true,false
557,Computación e Informática,Ciencias de la Computación,ISR,Cayetano Heredia,Instituto,Privada,Lambayeque,3,2156,1450,90,true,false,true,false
476,Computación e Informática,Ciencias de la Computación,ISR,Cañete,Instituto,Pública,Lima,3,2156,160,90,true,false,true,false
572,Computación e Informática,Ciencias de la Computación,ISR,Celendín,Instituto,Privada,Cajamarca,3,2156,1100,90,true,false,true,false
587,Computación e Informática,Ciencias de la Computación,ISR,Cenit Galeaza,Instituto,Privada,Puno,5,2156,260,90,true,false,true,false
603,Computación e Informática,Ciencias de la Computación,ISR,Centro de Investigación para el Desarrollo Tecnológico - CIDET,Instituto,Privada,Lima,3,2156,1970,85,true,false,true,true
617,Computación e Informática,Ciencias de la Computación,ISR,Cepea,Instituto,Privada,Lima,3,2156,2700,90,true,false,true,false
644,Computación e Informática,Ciencias de la Computación,ISR,Cesca,Instituto,Privada,Lima,3,1679,800,89,true,true,true,false
650,Computación e Informática,Ciencias de la Computación,ISR,Cesca Arequipa,Instituto,Privada,Arequipa,3,2156,300,89,true,false,false,false
656,Computación e Informática,Ciencias de la Computación,ISR,Cesde (Centro de enseñanza Superior para el Desarrollo),Instituto,Privada,Ayacucho,3,2156,300,90,true,false,false,false
658,Computación e Informática,Ciencias de la Computación,ISR,Cessag,Instituto,Privada,Lima,3,2156,300,89,true,false,false,false
693,Computación e Informática,Ciencias de la Computación,ISR,Chancay,Instituto,Pública,Lima,3,2156,300,90,true,false,false,false
708,Computación e Informática,Ciencias de la Computación,ISR,Chimbote,Instituto,Pública,Áncash,3,2156,300,89,false,false,false,false
710,Computación e Informática,Ciencias de la Computación,ISR,Chincha,Instituto,Pública,Ica,3,2156,162,51,true,false,true,true
722,Computación e Informática,Ciencias de la Computación,ISR,Chiquian,Instituto,Pública,Áncash,3,2156,100,89,true,false,true,true
726,Computación e Informática,Ciencias de la Computación,ISR,Chivay,Instituto,Pública,Arequipa,3,2156,230,88,true,false,true,true
728,Computación e Informática,Ciencias de la Computación,ISR,Chocope,Instituto,Pública,La Libertad,3,2156,760,90,true,false,true,false
734,Computación e Informática,Ciencias de la Computación,ISR,Chongoyape,Instituto,Pública,Lambayeque,3,2156,300,90,true,false,false,false
737,Computación e Informática,Ciencias de la Computación,ISR,Chota,Instituto,Pública,Cajamarca,3,2156,140,90,true,false,true,false
741,Computación e Informática,Ciencias de la Computación,ISR,Chupa,Instituto,Pública,Puno,3,2156,70,90,true,false,true,false
744,Computación e Informática,Ciencias de la Computación,ISR,Churcampa,Instituto,Pública,Huancavelica,3,2156,140,53,true,false,true,true
747,Computación e Informática,Ciencias de la Computación,ISR,Cibernet,Instituto,Privada,Lambayeque,3,2156,230,90,true,false,true,false
750,Computación e Informática,Ciencias de la Computación,ISR,Cibernet Utcubamba,Instituto,Privada,Amazonas,3,2156,300,90,true,false,false,false
761,Computación e Informática,Ciencias de la Computación,ISR,Cibertec,Instituto,Privada,Lima,3,2939,7452,90,true,true,true,false
773,Computación e Informática,Ciencias de la Computación,ISR,Cimac Del Sur,Instituto,Privada,Arequipa,3,2156,300,31,true,false,false,true
779,Computación e Informática,Ciencias de la Computación,ISR,Ciro Alegría,Instituto,Privada,San Martín,3,2156,300,89,true,false,false,false
789,Computación e Informática,Ciencias de la Computación,ISR,Ciro Alegría Bazán,Instituto,Pública,La Libertad,3,2156,180,90,true,false,true,false
812,Computación e Informática,Ciencias de la Computación,ISR,Computer G & L,Instituto,Privada,Cajamarca,3,2156,1500,89,true,false,true,false
814,Computación e Informática,Ciencias de la Computación,ISR,Computer Master,Instituto,Privada,Ica,3,2156,1720,83,true,false,true,true
822,Computación e Informática,Ciencias de la Computación,ISR,Computrón,Instituto,Privada,Cajamarca,3,2156,210,89,true,false,true,false
827,Computación e Informática,Ciencias de la Computación,ISR,Computrón,Instituto,Privada,Lima,3,2156,3400,71,true,false,true,true
848,Computación e Informática,Ciencias de la Computación,ISR,Continental,Instituto,Privada,Junín,3,2156,2600,80,true,false,true,true
850,Computación e Informática,Ciencias de la Computación,ISR,Contralmirante Manuel Villar Olivera,Instituto,Pública,Tumbes,3,2156,200,90,true,false,true,false
878,Computación e Informática,Ciencias de la Computación,ISR,Cuna De La Libertad Americana,Instituto,Privada,Ayacucho,5,2156,1500,89,true,false,true,false
884,Computación e Informática,Ciencias de la Computación,ISR,Cutervo,Instituto,Pública,Cajamarca,3,2156,220,90,true,false,true,false
633,Computación e Informática,Ciencias de la Computación,ISR,César Abraham Vallejo Mendoza,Instituto,Pública,Amazonas,3,2156,300,89,false,false,false,false
635,Computación e Informática,Ciencias de la Computación,ISR,César Augusto Guardia Mayorga,Instituto,Pública,Ayacucho,3,2156,120,90,true,false,true,false
892,Computación e Informática,Ciencias de la Computación,ISR,Daniel Alcides Carrión,Instituto,Pública,Pasco,3,2156,120,86,true,false,true,true
898,Computación e Informática,Ciencias de la Computación,ISR,Daniel Villar,Instituto,Pública,Áncash,3,2156,240,80,true,false,true,true
904,Computación e Informática,Ciencias de la Computación,ISR,Data Systems Ingenieros,Instituto,Privada,Ica,3,2156,300,68,true,false,false,true
907,Computación e Informática,Ciencias de la Computación,ISR,David Sánchez Infante,Instituto,Pública,La Libertad,3,2156,300,89,false,false,false,false
910,Computación e Informática,Ciencias de la Computación,ISR,De Administracion Gerencial - ISAG,Instituto,Privada,Lambayeque,3,2156,300,86,true,false,false,true
914,Computación e Informática,Ciencias de la Computación,ISR,De Administración y Promotoria Empresarial - INAPE,Instituto,Privada,Arequipa,3,2156,300,83,true,false,false,true
918,Computación e Informática,Ciencias de la Computación,ISR,De Avance Tecnológico y Científico - ISATEC,Instituto,Privada,Lambayeque,3,2156,300,76,true,false,false,true
928,Computación e Informática,Ciencias de la Computación,ISR,De Ciencias de la Información,Instituto,Privada,Lima,3,2156,1920,89,true,false,true,false
935,Computación e Informática,Ciencias de la Computación,ISR,De Concepción,Instituto,Pública,Junín,3,2156,200,68,true,false,true,true
949,Computación e Informática,Ciencias de la Computación,ISR,De Emprendedores - Lima,Instituto,Privada,Lima,3,2156,6080,89,true,false,true,true
953,Computación e Informática,Ciencias de la Computación,ISR,De Espinar,Instituto,Pública,Cusco,3,2156,170,25,true,false,true,true
981,Computación e Informática,Ciencias de la Computación,ISR,De Formación Empresarial en Computación e Informática - ITEC,Instituto,Privada,Junín,3,2156,1980,68,true,false,true,true
983,Computación e Informática,Ciencias de la Computación,ISR,De Huarmey,Instituto,Pública,Áncash,3,2156,260,67,true,false,true,true
990,Computación e Informática,Ciencias de la Computación,ISR,De Investigaciones Industriales,Instituto,Privada,Cajamarca,3,2156,300,89,true,false,false,false
998,Computación e Informática,Ciencias de la Computación,ISR,De Los Andes,Instituto,Pública,Moquegua,3,2156,100,89,true,false,true,false
1004,Computación e Informática,Ciencias de la Computación,ISR,De Piscobamba,Instituto,Pública,Áncash,3,2156,90,90,true,false,true,false
1021,Computación e Informática,Ciencias de la Computación,ISR,De Yunguyo,Instituto,Pública,Puno,3,2156,300,76,true,false,false,true
1025,Computación e Informática,Ciencias de la Computación,ISR,Del Altiplano,Instituto,Privada,Puno,3,2156,1250,90,true,false,true,false
1037,Computación e Informática,Ciencias de la Computación,ISR,Del Nor Oeste,Instituto,Privada,Piura,3,2156,1820,90,true,false,true,false
1048,Computación e Informática,Ciencias de la Computación,ISR,Del Norte S.A.C.,Instituto,Privada,La Libertad,3,2156,3210,90,true,false,true,false
1052,Computación e Informática,Ciencias de la Computación,ISR,Del Oriente,Instituto,Privada,Huánuco,3,2156,200,90,true,false,true,false
1054,Computación e Informática,Ciencias de la Computación,ISR,Del Santa,Instituto,Privada,Áncash,3,2156,1500,90,true,false,true,false
1065,Computación e Informática,Ciencias de la Computación,ISR,Del Sur,Instituto,Privada,Arequipa,3,2156,3800,89,true,false,true,true
1070,Computación e Informática,Ciencias de la Computación,ISR,Del Valle Zaña,Instituto,Privada,Lambayeque,3,2156,300,90,true,false,false,false
1072,Computación e Informática,Ciencias de la Computación,ISR,Desaguadero,Instituto,Pública,Puno,3,2156,140,66,true,false,true,true
1078,Computación e Informática,Ciencias de la Computación,ISR,Detecsur,Instituto,Privada,Tacna,3,2156,300,89,true,false,false,false
1079,Computación e Informática,Ciencias de la Computación,ISR,Didascalio Cristo Rey,Instituto,Privada,Cusco,3,2156,1370,90,true,false,true,true
1089,Computación e Informática,Ciencias de la Computación,ISR,Diego Thompson,Instituto,Privada,Lima,3,2156,300,89,false,false,false,false
1093,Computación e Informática,Ciencias de la Computación,ISR,Divina Misericordia,Instituto,Privada,Ica,3,2156,300,90,true,false,false,true
1098,Computación e Informática,Ciencias de la Computación,ISR,Divino Jesús,Instituto,Pública,Cusco,3,2156,90,23,true,false,true,true
1108,Computación e Informática,Ciencias de la Computación,ISR,Divino Niño,Instituto,Privada,Lima,3,2156,300,89,false,false,false,false
1131,Computación e Informática,Ciencias de la Computación,ISR,Edislao Mera Dávila,Instituto,Pública,Loreto,3,2156,300,89,false,false,false,false
1144,Computación e Informática,Ciencias de la Computación,ISR,Educación Y Solidaridad,Instituto,Privada,Lambayeque,3,2156,300,89,true,false,false,false
1145,Computación e Informática,Ciencias de la Computación,ISR,Edutec,Instituto,Privada,Junín,3,2156,9100,89,true,false,true,false
1147,Computación e Informática,Ciencias de la Computación,ISR,Edutec-Instituto De Formación Empresarial,Instituto,Privada,San Martín,3,2156,300,89,true,false,false,false
1161,Computación e Informática,Ciencias de la Computación,ISR,El Buen Pastor,Instituto,Privada,Lima,3,2156,300,90,true,false,false,true
1176,Computación e Informática,Ciencias de la Computación,ISR,Eleazar Guzmán Barrón,Instituto,Pública,Áncash,3,2156,70,56,true,false,true,true
1190,Computación e Informática,Ciencias de la Computación,ISR,Emilio Romero Padilla,Instituto,Privada,Loreto,3,2156,300,90,true,false,false,false
1193,Computación e Informática,Ciencias de la Computación,ISR,Enrique López Albujar,Instituto,Pública,Lambayeque,3,2156,180,86,true,false,true,true
1211,Computación e Informática,Ciencias de la Computación,ISR,Esade Computer Center Miguel Grau,Instituto,Privada,Arequipa,3,2156,2100,50,true,false,true,true
1217,Computación e Informática,Ciencias de la Computación,ISR,Escuela de Negocios y Desarrollo Gerencial,Instituto,Privada,La Libertad,3,2156,1360,89,true,false,true,false
1245,Computación e Informática,Ciencias de la Computación,ISR,Estudios Superiores del Sur (Ex San Isidro),Instituto,Privada,Ica,3,2156,250,71,true,false,true,true
1270,Computación e Informática,Ciencias de la Computación,ISR,Expro - Excelencia Profesional,Instituto,Privada,Lima,3,2156,790,89,true,false,true,false
1272,Computación e Informática,Ciencias de la Computación,ISR,Faustino B. Franco,Instituto,Pública,Arequipa,3,2156,140,90,true,false,true,false
1286,Computación e Informática,Ciencias de la Computación,ISR,Federico Villarreal,Instituto,Privada,Lima,3,2156,150,53,true,false,true,true
1295,Computación e Informática,Ciencias de la Computación,ISR,Felipe Huamán Poma de Ayala,Instituto,Pública,Huánuco,3,2156,140,90,true,false,true,false
